-3.488034009933471680e-02 -8.231704831123352051e-01 -7.670603692531585693e-02 4.980537891387939453e-01 -1.408634930849075317e-01 -2.176310718059539795e-01
-8.313727378845214844e-02 -8.122413158416748047e-01 1.992053166031837463e-02 1.838106215000152588e-01 -1.874522268772125244e-01 -5.138127803802490234e-01
5.337506532669067383e-02 -3.815644383430480957e-01 -2.625857293605804443e-01 8.427498936653137207e-01 -2.177465409040451050e-01 -1.579195111989974976e-01
-1.604321002960205078e-01 -1.485224366188049316e-01 -5.525379180908203125e-01 7.626007795333862305e-01 2.244396358728408813e-01 -1.222402155399322510e-01
-3.612011075019836426e-01 -3.119263052940368652e-01 -2.158250212669372559e-01 8.088299632072448730e-01 -1.284652501344680786e-01 -2.343372702598571777e-01
2.802913188934326172e-01 3.118964135646820068e-01 -4.429533183574676514e-01 6.065246462821960449e-01 2.735765874385833740e-01 4.303610026836395264e-01
2.114635705947875977e-02 6.752417422831058502e-03 -6.447558999061584473e-01 4.907314479351043701e-01 2.870597243309020996e-01 5.104362368583679199e-01
-4.263643622398376465e-01 -1.294527053833007812e-01 -2.154942452907562256e-01 8.143567442893981934e-01 -2.542368769645690918e-01 -1.648389548063278198e-01
1.453279852867126465e-01 -8.382096141576766968e-02 -2.327417433261871338e-01 9.216053485870361328e-01 -2.605571746826171875e-01 -2.038222178816795349e-02
-2.738505601882934570e-02 4.683437943458557129e-01 -4.899607300758361816e-01 5.387252569198608398e-01 2.619625329971313477e-01 4.254023432731628418e-01
-5.965739488601684570e-02 -1.438846345990896225e-02 -4.506167769432067871e-01 6.903030872344970703e-01 4.123765230178833008e-01 3.828563094139099121e-01
7.718920707702636719e-03 -8.450863957405090332e-01 -4.904595389962196350e-02 -2.190417796373367310e-02 -1.741763353347778320e-01 -5.025121569633483887e-01
3.173029422760009766e-02 -2.151109278202056885e-01 -2.630707621574401855e-01 8.181125521659851074e-01 -4.137626290321350098e-01 -2.073152959346771240e-01
-3.778713941574096680e-01 -6.664236187934875488e-01 -1.628527939319610596e-01 5.946806073188781738e-01 -1.161799728870391846e-01 -1.392673254013061523e-01
3.850555419921875000e-02 4.030635356903076172e-01 -6.001872420310974121e-01 5.168615579605102539e-01 3.448154330253601074e-01 2.996047735214233398e-01
-3.875815868377685547e-02 2.533046603202819824e-01 -3.234885036945343018e-01 7.164933085441589355e-01 2.507139146327972412e-01 5.034291744232177734e-01
-3.827162981033325195e-01 -2.816195487976074219e-01 -1.792822480201721191e-01 5.310494899749755859e-01 -4.439962506294250488e-01 -5.127353072166442871e-01
-1.899011731147766113e-01 -8.011326193809509277e-01 -1.299452781677246094e-01 2.535767257213592529e-01 -1.922785043716430664e-01 -4.515924155712127686e-01
-4.552263021469116211e-02 -5.316088199615478516e-01 9.212913364171981812e-02 7.776614427566528320e-01 -2.121807038784027100e-01 -2.387988865375518799e-01
-3.984581232070922852e-01 -6.252071857452392578e-01 -1.160754263401031494e-01 4.003086090087890625e-01 -2.947503626346588135e-01 -4.355634450912475586e-01
-1.534573435783386230e-01 -8.645697236061096191e-01 -8.527472615242004395e-02 3.251564204692840576e-01 1.350784003734588623e-01 -3.125658035278320312e-01
1.926025748252868652e-01 -5.103195905685424805e-01 -2.719047367572784424e-01 6.565455198287963867e-01 -1.380051672458648682e-01 -4.224070012569427490e-01
-1.524283885955810547e-01 -4.586939811706542969e-01 -4.142226576805114746e-01 7.236704230308532715e-01 1.470971852540969849e-01 -2.223113477230072021e-01
-3.883693814277648926e-01 5.564828868955373764e-03 -6.114445924758911133e-01 6.875302791595458984e-01 2.578813396394252777e-02 -4.333986714482307434e-02
4.259407520294189453e-02 -7.782440781593322754e-01 1.286038607358932495e-01 2.877470850944519043e-01 -1.060596033930778503e-01 -5.309498906135559082e-01
1.194396018981933594e-01 1.219868883490562439e-01 -3.706102371215820312e-01 8.796200156211853027e-01 -6.970289349555969238e-02 2.342706769704818726e-01
-3.223164677619934082e-01 -6.347697377204895020e-01 -3.053423762321472168e-01 5.626199245452880859e-01 2.104350924491882324e-01 -1.976997554302215576e-01
1.027757525444030762e-01 2.047972381114959717e-01 -2.661167979240417480e-01 8.798294067382812500e-01 -1.206380799412727356e-01 -2.966434955596923828e-01
-9.362268447875976562e-02 -5.524518489837646484e-01 -2.987324893474578857e-01 4.705719053745269775e-01 -1.812869608402252197e-01 -5.851975679397583008e-01
-2.492216229438781738e-01 2.609902024269104004e-01 -3.544580638408660889e-01 8.585541248321533203e-01 2.630315534770488739e-02 -7.932858169078826904e-02
-1.755687594413757324e-01 8.097134530544281006e-02 -6.872132420539855957e-01 6.952156424522399902e-01 -8.017209917306900024e-02 -2.398084104061126709e-02
-2.096975445747375488e-01 7.979440689086914062e-02 -6.950181722640991211e-01 5.901833772659301758e-01 2.769132852554321289e-01 2.039111405611038208e-01
1.364198327064514160e-01 5.674005150794982910e-01 -3.688176572322845459e-01 4.751392006874084473e-01 -3.876132369041442871e-01 3.839206993579864502e-01
-4.023832082748413086e-01 1.462543755769729614e-01 -4.926327764987945557e-01 7.221291065216064453e-01 -1.973872780799865723e-01 1.163772940635681152e-01
-4.436668753623962402e-01 -5.897563695907592773e-01 -3.466013967990875244e-01 4.539756476879119873e-01 8.668684214353561401e-02 -3.486695289611816406e-01
-2.392371296882629395e-01 -9.981983155012130737e-02 -5.773663520812988281e-01 7.581868767738342285e-01 8.219779282808303833e-02 -1.334560513496398926e-01
-1.036981940269470215e-01 5.103851556777954102e-01 -2.517125308513641357e-01 8.014748692512512207e-01 1.516382098197937012e-01 2.826955169439315796e-03
-3.141850233078002930e-01 1.671738773584365845e-01 -4.451081454753875732e-01 8.131672739982604980e-01 -2.048740535974502563e-02 1.163036003708839417e-01
-8.322250843048095703e-02 -6.371156573295593262e-01 -7.025022804737091064e-02 1.709909737110137939e-01 -4.925139844417572021e-01 -5.571224689483642578e-01
-1.124494671821594238e-01 -4.865199923515319824e-01 -3.657082319259643555e-01 5.331167578697204590e-01 -2.455863207578659058e-01 -5.218780636787414551e-01
-1.582125425338745117e-01 1.028609648346900940e-02 -5.111075043678283691e-01 8.212087750434875488e-01 -1.879757493734359741e-01 6.231154873967170715e-02
-1.871545910835266113e-01 9.584918618202209473e-02 -5.990271568298339844e-01 7.616639137268066406e-01 -3.466267138719558716e-03 -1.295371651649475098e-01
-6.587874889373779297e-02 -7.630380988121032715e-01 -4.872591421008110046e-02 4.644039273262023926e-02 -3.459543883800506592e-01 -5.377627015113830566e-01
1.116626858711242676e-01 2.057987004518508911e-01 -3.237415552139282227e-01 8.528810739517211914e-01 -1.129018664360046387e-01 3.165304064750671387e-01
8.380895853042602539e-02 -1.100406199693679810e-01 -4.128771126270294189e-01 8.488466143608093262e-01 -2.956988513469696045e-01 4.893334582448005676e-02
6.733942031860351562e-02 2.184236496686935425e-01 -4.245429337024688721e-01 7.722940444946289062e-01 5.491049960255622864e-02 4.099245667457580566e-01
9.418082237243652344e-02 -4.180089235305786133e-01 -8.093201369047164917e-02 4.234010875225067139e-01 -5.363094210624694824e-01 -5.855989456176757812e-01
-2.036862969398498535e-01 1.509316712617874146e-01 8.368134498596191406e-02 8.674446344375610352e-01 -2.568551898002624512e-01 -3.320610225200653076e-01
