data1   data2		data3   	data4		data5   	data6		data7	
10	0.1033490284	0.072644199	0.0592722081	0.4898080604	0.3453460155	0.2834164378
11	0.0866128293	0.0609291227	0.0497206032	0.4305297626	0.3033775729	0.2481302746
12	0.0732698527	0.0515654121	0.0420754034	0.3676742013	0.2555146147	0.2066777539
13	0.0624773581	0.0439770148	0.0358754237	0.30907784	0.2106509979	0.1682567862
14	0.0536459415	0.0377601098	0.0307954712	0.2639191291	0.1778794435	0.1414595115
15	0.0463489575	0.0326205868	0.0265971197	0.2354134846	0.1599239399	0.1283861815
16	0.0402688819	0.0283378727	0.02310048	0.2195972139	0.1525542334	0.1245439683
17	0.0351644178	0.0247431378	0.0201672544	0.2086883105	0.1481917237	0.1225633045
18	0.030849395	0.0217054054	0.0176898833	0.1956578224	0.140370878	0.1164806241
19	0.0271785352	0.0191221131	0.0155840739	0.1772768259	0.1265096184	0.1042315915
20	0.0240374035	0.0169123378	0.0137833472	0.1546110378	0.1081522917	0.0876819659
21	0.021335082	0.0150117613	0.0122349268	0.1314670644	0.0892974522	0.0708831503
22	0.0189987334	0.0133688741	0.0108966082	0.1120413561	0.0740732719	0.0578040682
23	0.0169695329	0.0119421073	0.0097343826	0.0989744244	0.0649105219	0.0506290106
24	0.0151996123	0.0106976658	0.0087206395	0.0924889825	0.0618194593	0.0491599191
25	0.0136497503	0.0096078885	0.0078328086	0.0906707669	0.0627720655	0.0512775558
26	0.0122876108	0.0086499973	0.0070523253	0.0905038679	0.0647752506	0.05403125
27	0.0110863836	0.0078051302	0.006363833	0.0891033654	0.0650817924	0.0548146562
28	0.0100237208	0.0070575844	0.0057545579	0.084665395	0.0620822981	0.0521960323
29	0.0090808958	0.0063942159	0.0052138151	0.0768735956	0.0556458351	0.0461976587
30	0.0082421333	0.0058039614	0.0047326142	0.066745049	0.0469156522	0.0380503824
31	0.0074940734	0.0052774552	0.0043033443	0.0560823717	0.037738872	0.0296103821
32	0.0068253425	0.0048067243	0.0039195249	0.0467820757	0.0299808585	0.0226864444
33	0.0062262103	0.004384945	0.0035756063	0.0402358454	0.0249529292	0.0184970105
34	0.0056883143	0.004006249	0.0032668129	0.0369817339	0.0230984873	0.0173902265
35	0.0052044387	0.0036655687	0.0029890179	0.0366570607	0.0239778755	0.0188569537
36	0.0047683348	0.0033585126	0.0027386426	0.0382100443	0.0265009604	0.0217793323
37	0.0043745753	0.0030812639	0.0025125754	0.0402659635	0.0292999545	0.0248056396
38	0.0040184327	0.0028304964	0.0023081035	0.0415237637	0.0311195296	0.0267307047
39	0.0036957796	0.002603305	0.0021228576	0.0410755449	0.0311208714	0.0267832209
40	0.003403003	0.0023971468	0.001954763	0.0385814374	0.0290377146	0.0247634352
41	0.0031369333	0.0022097903	0.0018019999	0.0342806319	0.0251703288	0.0210218922
42	0.0028947832	0.0020392735	0.0016629676	0.0288622772	0.0202448931	0.0163097089
43	0.0026740954	0.0018838667	0.0015362557	0.023248673	0.0151923919	0.011555537
44	0.0024726991	0.0017420417	0.0014206176	0.0183541543	0.0109101641	0.0076315585
45	0.002288672	0.0016124453	0.0013149498	0.0148776171	0.0080622929	0.0051626565
46	0.0021203081	0.0014938763	0.0012182729	0.013169417	0.0069570083	0.0044143244
47	0.0019660907	0.001385267	0.0011297159	0.0131905438	0.0075163434	0.0052720582
48	0.0018246685	0.0012856658	0.0010485029	0.0145595013	0.0093312994	0.0073035875
49	0.0016948358	0.0011942238	0.0009739417	0.0166648214	0.0117791021	0.009879508
50	0.0015755149	0.0011101823	0.0009054136	0.0188112099	0.0141701483	0.0123198061
51	0.0014657411	0.001032862	0.0008423648	0.0203655168	0.0158912784	0.0140335665
52	0.0013646494	0.0009616541	0.0007842989	0.0208738655	0.0165177583	0.0146253983
53	0.0012714633	0.000896012	0.0007307706	0.0201310986	0.0158764709	0.0139524233
54	0.0011854844	0.0008354444	0.0006813792	0.0181954907	0.014054597	0.0121273539
55	0.001106084	0.0007795086	0.0006357641	0.0153528868	0.0113590276	0.0094738442
56	0.0010326949	0.0007278057	0.0005936002	0.0120431044	0.0082400174	0.0064481437
57	0.0009648048	0.0006799752	0.0005545936	0.0087664524	0.0051971534	0.0035452005
58	0.0009019505	0.0006356911	0.0005184788	0.0059893019	0.0026863747	0.0012076445
59	0.0008437124	0.0005946581	0.000485015	0.0040652698	0.0010440924	0.0002468797
60	0.0007897099	0.0005566084	0.0004539839	0.0031837038	0.0004394051	0.0006697353
61	0.0007395974	0.0005212988	0.0004251871	0.0033510271	0.0008592485	9.25281E-05
62	0.0006930609	0.000488508	0.0003984445	0.0044043285	0.002125229	0.0012926232
63	0.0006498146	0.0004580348	0.0003735919	0.0060513798	0.0039358711	0.0031771366
64	0.0006095978	0.0004296958	0.0003504797	0.0079277299	0.0059246979	0.0051946008
65	0.0005721733	0.0004033238	0.0003289716	0.0096599573	0.0077232229	0.0069831387
66	0.0005373241	0.0003787661	0.000308943	0.0109245232	0.009018486	0.0082413679
67	0.0005048524	0.0003558832	0.0002902802	0.0114936028	0.0095968381	0.0087700165
68	0.0004745769	0.0003345476	0.0002728793	0.0112622738	0.0093687453	0.0084943554
69	0.000446332	0.0003146425	0.0002566449	0.0102548852	0.00837283	0.0074660423
70	0.0004199657	0.000296061	0.00024149	0.0086117642	0.006760642	0.0058461669
71	0.000395339	0.000278705	0.0002273345	0.0065601568	0.0047662887	0.0038738276
72	0.0003723239	0.0002624846	0.000214105	0.0043751331	0.0026667778	0.0018261642
73	0.0003508032	0.000247317	0.0002017342	0.0023369873	0.0007395951	2.36643E-05
74	0.0003306689	0.0002331263	0.0001901601	0.0006914394	0.0007762746	0.001444481
75	0.0003118218	0.0002198426	0.0001793257	0.0003821137	0.0017108198	0.0022762028
76	0.0002941705	0.0002074015	0.0001691785	0.0007907109	0.0019815995	0.0024469164
77	0.0002776308	0.0001957436	0.00015967	0.0005346606	0.0015990506	0.0019767237
78	0.0002621249	0.0001848143	0.0001507558	0.0002986049	0.0006590076	0.0009690454
79	0.0002475814	0.0001745631	0.0001423945	0.001551677	0.0006754336	0.000408354
